fecha,servicio,tienda,ventas
2/28/2021,Pro,tienda_A,4107
1/14/2021,Pro,tienda_A,26578
12/27/2020,Pro,tienda_A,3685
6/5/2020,Pro,tienda_A,22065
3/29/2021,Pro,tienda_A,27216
7/6/2020,Pro,tienda_A,28702
9/25/2020,Pro,tienda_A,24095
3/16/2020,Pro,tienda_A,22894
4/11/2020,Pro,tienda_A,3205
2/4/2020,Pro,tienda_A,24269
4/10/2020,Pro,tienda_A,12661
7/17/2020,Pro,tienda_A,23770
9/19/2020,Pro,tienda_A,4549
6/10/2021,Pro,tienda_A,27088
9/27/2020,Pro,tienda_A,5863
1/27/2021,Pro,tienda_A,27383
5/13/2021,Pro,tienda_A,21139
5/10/2020,Pro,tienda_A,4002
5/30/2020,Pro,tienda_A,3889
4/26/2021,Pro,tienda_A,26735
6/11/2020,Pro,tienda_A,25123
3/4/2021,Pro,tienda_A,26479
11/29/2020,Pro,tienda_A,4162
9/18/2020,Pro,tienda_A,24731
2/12/2020,Pro,tienda_A,25022
5/5/2021,Pro,tienda_A,21187
1/8/2021,Pro,tienda_A,23792
2/23/2020,Pro,tienda_A,3742
4/20/2020,Pro,tienda_A,21396
2/19/2020,Pro,tienda_A,24351
3/17/2020,Pro,tienda_A,22333
3/12/2020,Pro,tienda_A,23457
2/14/2020,Pro,tienda_A,20704
5/26/2021,Pro,tienda_A,24924
1/29/2021,Pro,tienda_A,24055
12/15/2020,Pro,tienda_A,28948
2/26/2020,Pro,tienda_A,24021
8/12/2020,Pro,tienda_A,25431
8/7/2020,Pro,tienda_A,23223
6/1/2020,Pro,tienda_A,23879
4/6/2020,Pro,tienda_A,16507
7/16/2020,Pro,tienda_A,27642
2/8/2021,Pro,tienda_A,27298
4/21/2021,Pro,tienda_A,26184
4/22/2020,Pro,tienda_A,20557
7/5/2020,Pro,tienda_A,4012
5/25/2020,Pro,tienda_A,18485
3/31/2021,Pro,tienda_A,25057
8/14/2020,Pro,tienda_A,21360
12/13/2020,Pro,tienda_A,4448
4/5/2020,Pro,tienda_A,3561
11/25/2020,Pro,tienda_A,25979
4/24/2021,Pro,tienda_A,3872
6/9/2020,Pro,tienda_A,27415
7/7/2020,Pro,tienda_A,28589
6/8/2021,Pro,tienda_A,28300
2/24/2020,Pro,tienda_A,23744
2/7/2020,Pro,tienda_A,19303
4/7/2021,Pro,tienda_A,27387
3/10/2021,Pro,tienda_A,28093
2/5/2021,Pro,tienda_A,22839
2/17/2020,Pro,tienda_A,25497
5/17/2020,Pro,tienda_A,3820
9/13/2020,Pro,tienda_A,4487
5/29/2021,Pro,tienda_A,3941
4/3/2021,Pro,tienda_A,3456
12/23/2020,Pro,tienda_A,21684
4/13/2020,Pro,tienda_A,16818
8/11/2020,Pro,tienda_A,27579
11/22/2020,Pro,tienda_A,4453
4/28/2021,Pro,tienda_A,25420
3/30/2020,Pro,tienda_A,20026
8/20/2020,Pro,tienda_A,25694
1/2/2021,Pro,tienda_A,3031
1/5/2021,Pro,tienda_A,28041
4/28/2020,Pro,tienda_A,20291
8/29/2020,Pro,tienda_A,4521
4/10/2021,Pro,tienda_A,3861
6/11/2021,Pro,tienda_A,23560
5/9/2021,Pro,tienda_A,3530
12/14/2020,Pro,tienda_A,29334
11/28/2020,Pro,tienda_A,3768
12/17/2020,Pro,tienda_A,26075
11/16/2020,Pro,tienda_A,27937
3/26/2021,Pro,tienda_A,23456
6/7/2020,Pro,tienda_A,3003
11/7/2020,Pro,tienda_A,4022
3/22/2020,Pro,tienda_A,3587
4/19/2020,Pro,tienda_A,4149
6/19/2021,Pro,tienda_A,4243
11/19/2020,Pro,tienda_A,27352
2/4/2021,Pro,tienda_A,26640
4/9/2020,Pro,tienda_A,16428
4/6/2021,Pro,tienda_A,26752
3/24/2020,Pro,tienda_A,19009
4/20/2021,Pro,tienda_A,27775
6/17/2021,Pro,tienda_A,26407
12/24/2020,Pro,tienda_A,15035
4/11/2021,Pro,tienda_A,3974
11/9/2020,Pro,tienda_A,30385
6/6/2020,Pro,tienda_A,4410
4/27/2021,Pro,tienda_A,26191
4/17/2020,Pro,tienda_A,16693
6/29/2020,Pro,tienda_A,29355
9/10/2020,Pro,tienda_A,29230
4/5/2021,Pro,tienda_A,18338
6/24/2020,Pro,tienda_A,26777
6/16/2021,Pro,tienda_A,27756
12/26/2020,Pro,tienda_A,3543
1/26/2021,Pro,tienda_A,25942
9/22/2020,Pro,tienda_A,27926
4/1/2020,Pro,tienda_A,18467
1/17/2021,Pro,tienda_A,4325
8/27/2020,Pro,tienda_A,26402
5/7/2020,Pro,tienda_A,21533
7/13/2020,Pro,tienda_A,28996
5/11/2020,Pro,tienda_A,24525
5/20/2020,Pro,tienda_A,24414
11/14/2020,Pro,tienda_A,3632
7/25/2020,Pro,tienda_A,4160
5/5/2020,Pro,tienda_A,18293
4/21/2020,Pro,tienda_A,19871
5/4/2021,Pro,tienda_A,20350
4/26/2020,Pro,tienda_A,6110
12/29/2020,Pro,tienda_A,19567
2/5/2020,Pro,tienda_A,21917
3/20/2021,Pro,tienda_A,4062
12/10/2020,Pro,tienda_A,26077
2/11/2021,Pro,tienda_A,20473
9/3/2020,Pro,tienda_A,27890
5/8/2021,Pro,tienda_A,6337
2/19/2021,Pro,tienda_A,22958
8/23/2020,Pro,tienda_A,3879
11/15/2020,Pro,tienda_A,4380
3/18/2021,Pro,tienda_A,27384
5/14/2020,Pro,tienda_A,22597
3/12/2021,Pro,tienda_A,24419
7/9/2020,Pro,tienda_A,27103
2/20/2020,Pro,tienda_A,23185
8/9/2020,Pro,tienda_A,3997
3/11/2020,Basic,tienda_A,64122
2/18/2020,Basic,tienda_A,64967
8/15/2020,Basic,tienda_A,17833
4/26/2020,Basic,tienda_A,16879
9/17/2020,Basic,tienda_A,70114
8/3/2020,Basic,tienda_A,76035
4/13/2021,Basic,tienda_A,63695
3/9/2021,Basic,tienda_A,71940
2/25/2020,Basic,tienda_A,58374
12/18/2020,Basic,tienda_A,63254
1/18/2021,Basic,tienda_A,81779
4/9/2020,Basic,tienda_A,48316
1/4/2021,Basic,tienda_A,83317
5/19/2021,Basic,tienda_A,60777
7/21/2020,Basic,tienda_A,76484
4/17/2020,Basic,tienda_A,51055
8/24/2020,Basic,tienda_A,80083
12/30/2020,Basic,tienda_A,57346
6/28/2020,Basic,tienda_A,20703
12/7/2020,Basic,tienda_A,78603
8/12/2020,Basic,tienda_A,74444
4/5/2021,Basic,tienda_A,57611
5/20/2021,Basic,tienda_A,60083
3/24/2020,Basic,tienda_A,47979
5/27/2020,Basic,tienda_A,64475
2/8/2020,Basic,tienda_A,16096
12/28/2020,Basic,tienda_A,73444
5/17/2021,Basic,tienda_A,70485
6/14/2020,Basic,tienda_A,13114
5/13/2020,Basic,tienda_A,60892
5/22/2020,Basic,tienda_A,58158
2/9/2020,Basic,tienda_A,11238
6/9/2020,Basic,tienda_A,74218
6/4/2020,Basic,tienda_A,65945
2/17/2020,Basic,tienda_A,67674
4/14/2021,Basic,tienda_A,62071
9/19/2020,Basic,tienda_A,19293
9/5/2020,Basic,tienda_A,22447
5/15/2021,Basic,tienda_A,15801
4/10/2020,Basic,tienda_A,34956
9/27/2020,Basic,tienda_A,15324
6/10/2021,Basic,tienda_A,62107
3/17/2021,Basic,tienda_A,70015
5/2/2020,Basic,tienda_A,14026
2/11/2020,Basic,tienda_A,61837
4/10/2021,Basic,tienda_A,16341
6/6/2020,Basic,tienda_A,18433
3/30/2021,Basic,tienda_A,67549
6/5/2021,Basic,tienda_A,14399
2/15/2020,Basic,tienda_A,17838
2/3/2020,Basic,tienda_A,62540
11/28/2020,Basic,tienda_A,17611
9/8/2020,Basic,tienda_A,80712
12/29/2020,Basic,tienda_A,64648
11/17/2020,Basic,tienda_A,68632
12/1/2020,Basic,tienda_A,71341
4/21/2020,Basic,tienda_A,49528
3/7/2020,Basic,tienda_A,16362
5/8/2020,Basic,tienda_A,53113
6/22/2020,Basic,tienda_A,79105
7/28/2020,Basic,tienda_A,75825
6/5/2020,Basic,tienda_A,65052
1/24/2021,Basic,tienda_A,10586
7/15/2020,Basic,tienda_A,74051
11/9/2020,Basic,tienda_A,76278
12/22/2020,Basic,tienda_A,68118
6/8/2021,Basic,tienda_A,64945
9/29/2020,Basic,tienda_A,73928
6/3/2020,Basic,tienda_A,68466
6/14/2021,Basic,tienda_A,61205
9/24/2020,Basic,tienda_A,71775
4/1/2021,Basic,tienda_A,57898
8/10/2020,Basic,tienda_A,78881
2/16/2021,Basic,tienda_A,54637
5/17/2020,Basic,tienda_A,11942
2/5/2021,Basic,tienda_A,64526
5/6/2021,Basic,tienda_A,60805
4/2/2020,Basic,tienda_A,46772
4/7/2021,Basic,tienda_A,66408
3/12/2020,Basic,tienda_A,61669
9/13/2020,Basic,tienda_A,10896
5/12/2020,Basic,tienda_A,62028
11/25/2020,Basic,tienda_A,65381
4/23/2020,Basic,tienda_A,53858
5/23/2021,Basic,tienda_A,9275
2/7/2020,Basic,tienda_A,51013
2/24/2020,Basic,tienda_A,65176
6/2/2021,Basic,tienda_A,55260
7/12/2020,Basic,tienda_A,11304
4/25/2021,Basic,tienda_A,14484
1/3/2021,Basic,tienda_A,9335
12/12/2020,Basic,tienda_A,18653
3/4/2020,Basic,tienda_A,65506
11/11/2020,Basic,tienda_A,62521
3/9/2020,Basic,tienda_A,69418
6/23/2020,Basic,tienda_A,77229
7/16/2020,Basic,tienda_A,71527
11/10/2020,Basic,tienda_A,71715
2/8/2021,Basic,tienda_A,77387
4/6/2020,Basic,tienda_A,44714
7/5/2020,Basic,tienda_A,10771
2/22/2020,Basic,tienda_A,17407
7/11/2020,Basic,tienda_A,21569
6/13/2021,Basic,tienda_A,8516
5/21/2021,Basic,tienda_A,50477
9/22/2020,Basic,tienda_A,72334
3/21/2021,Basic,tienda_A,9952
4/2/2021,Basic,tienda_A,41677
4/25/2020,Basic,tienda_A,13360
7/1/2020,Basic,tienda_A,72780
4/18/2021,Basic,tienda_A,9485
11/30/2020,Basic,tienda_A,79862
9/28/2020,Basic,tienda_A,75406
6/20/2021,Basic,tienda_A,7730
2/15/2021,Basic,tienda_A,66719
6/9/2021,Basic,tienda_A,65340
3/27/2021,Basic,tienda_A,17427
5/1/2020,Basic,tienda_A,27132
1/12/2021,Basic,tienda_A,73987
1/26/2021,Basic,tienda_A,57652
2/6/2020,Basic,tienda_A,53141
4/1/2020,Basic,tienda_A,50242
1/9/2021,Basic,tienda_A,18672
6/21/2020,Basic,tienda_A,11089
8/13/2020,Basic,tienda_A,71623
9/23/2020,Basic,tienda_A,69477
6/29/2020,Basic,tienda_A,84766
5/20/2020,Basic,tienda_A,64035
7/31/2020,Basic,tienda_A,63089
5/8/2021,Basic,tienda_A,20196
9/9/2020,Basic,tienda_A,77568
3/2/2021,Basic,tienda_A,74901
3/14/2020,Basic,tienda_A,18211
12/3/2020,Basic,tienda_A,67501
9/4/2020,Basic,tienda_A,70981
8/19/2020,Basic,tienda_A,72016
2/19/2021,Basic,tienda_A,62412
12/9/2020,Basic,tienda_A,69554
5/18/2020,Basic,tienda_A,74372
5/3/2021,Basic,tienda_A,55708
8/2/2020,Basic,tienda_A,11688
1/19/2021,Basic,tienda_A,75239
1/25/2021,Basic,tienda_A,76629
3/1/2020,Basic,tienda_A,11875
11/8/2020,Basic,tienda_A,8184
6/25/2021,Basic,tienda_A,4
2/10/2021,Basic,tienda_A,65586
5/19/2020,Basic,tienda_A,64151
5/18/2021,Basic,tienda_A,62437
3/10/2020,Basic,tienda_A,59001
2/9/2021,Basic,tienda_A,67272
6/30/2020,Basic,tienda_A,74895
2/16/2020,Basic,tienda_A,12076
4/27/2020,Basic,tienda_A,59371
2/14/2021,Basic,tienda_A,8704
8/31/2020,Basic,tienda_A,80089
9/14/2020,Basic,tienda_A,79689
5/24/2020,Basic,tienda_A,10851
1/22/2021,Basic,tienda_A,66376
3/18/2020,Basic,tienda_A,59226
5/26/2020,Basic,tienda_A,68426
3/31/2020,Basic,tienda_A,50817
3/19/2021,Basic,tienda_A,63723
2/2/2021,Basic,tienda_A,74042
4/16/2021,Basic,tienda_A,60808
3/19/2020,Basic,tienda_A,59075
3/14/2021,Basic,tienda_A,10458
7/9/2020,Basic,tienda_A,73064
6/6/2021,Basic,tienda_A,8271
12/20/2020,Basic,tienda_A,9845
8/27/2020,Basic,tienda_A,71209
5/11/2020,Basic,tienda_A,69493
1/31/2021,Basic,tienda_A,10772
5/10/2021,Basic,tienda_A,68653
1/5/2021,Basic,tienda_A,73651
9/15/2020,Basic,tienda_A,76264
9/20/2020,Basic,tienda_A,10183
3/26/2020,Basic,tienda_A,46416
12/14/2020,Basic,tienda_A,82855
5/21/2020,Basic,tienda_A,57914
3/30/2020,Basic,tienda_A,55631
6/4/2021,Basic,tienda_A,51058
5/30/2021,Basic,tienda_A,7780
4/12/2020,Basic,tienda_A,8477
8/20/2020,Basic,tienda_A,68359
5/23/2020,Basic,tienda_A,16569
3/28/2020,Basic,tienda_A,12735
11/7/2020,Basic,tienda_A,17108
5/28/2020,Basic,tienda_A,62973
2/23/2020,Basic,tienda_A,12346
4/15/2020,Basic,tienda_A,52085
2/12/2020,Basic,tienda_A,60491
6/26/2020,Basic,tienda_A,60937
4/13/2020,Basic,tienda_A,50726
12/26/2020,Basic,tienda_A,18360
7/17/2020,Basic,tienda_A,68868
2/4/2021,Basic,tienda_A,68312
7/13/2020,Basic,tienda_A,83854
4/4/2021,Basic,tienda_A,7354
6/12/2020,Basic,tienda_A,66072
3/8/2021,Basic,tienda_A,78975
6/7/2020,Basic,tienda_A,12586
3/3/2020,Basic,tienda_A,67600
4/11/2020,Basic,tienda_A,12422
4/28/2020,Basic,tienda_A,54111
5/9/2021,Basic,tienda_A,8270
2/26/2020,Basic,tienda_A,62238
8/17/2020,Basic,tienda_A,83177
8/30/2020,Basic,tienda_A,11366
6/24/2020,Basic,tienda_A,72111
4/22/2020,Basic,tienda_A,55623
4/6/2021,Basic,tienda_A,69449
5/7/2021,Basic,tienda_A,56903
2/13/2020,Basic,tienda_A,58406
4/11/2021,Basic,tienda_A,9257
4/15/2021,Basic,tienda_A,63345
