fecha,servicio,tienda,ventas
8/28/2020,Basic,tienda_A,65336
3/7/2021,Basic,tienda_A,9772
3/21/2020,Basic,tienda_A,14989
1/1/2021,Basic,tienda_A,17721
4/29/2020,Basic,tienda_A,52592
9/30/2020,Basic,tienda_A,74581
7/19/2020,Basic,tienda_A,12048
7/2/2020,Basic,tienda_A,70492
3/15/2021,Basic,tienda_A,80708
7/20/2020,Basic,tienda_A,84017
5/31/2020,Basic,tienda_A,11586
3/2/2020,Basic,tienda_A,72154
4/30/2020,Basic,tienda_A,49356
3/24/2021,Basic,tienda_A,69017
5/12/2021,Basic,tienda_A,59408
5/4/2020,Basic,tienda_A,54470
5/4/2021,Basic,tienda_A,54164
10/31/2020,Basic,tienda_A,16675
1/11/2021,Basic,tienda_A,83280
11/27/2020,Basic,tienda_A,59668
7/24/2020,Basic,tienda_A,66211
11/24/2020,Basic,tienda_A,71206
7/7/2020,Basic,tienda_A,78971
12/11/2020,Basic,tienda_A,64541
12/5/2020,Basic,tienda_A,19505
3/6/2020,Basic,tienda_A,60168
4/19/2021,Basic,tienda_A,72424
2/17/2021,Basic,tienda_A,59843
8/26/2020,Basic,tienda_A,72150
2/21/2021,Basic,tienda_A,9917
6/15/2020,Basic,tienda_A,75990
11/1/2020,Basic,tienda_A,7807
4/24/2020,Basic,tienda_A,50712
4/18/2020,Basic,tienda_A,13937
2/23/2021,Basic,tienda_A,70803
7/3/2020,Basic,tienda_A,63037
2/25/2021,Basic,tienda_A,65482
9/25/2020,Basic,tienda_A,68030
6/20/2020,Basic,tienda_A,18350
6/19/2021,Basic,tienda_A,17349
1/2/2021,Basic,tienda_A,16609
11/13/2020,Basic,tienda_A,58822
5/6/2020,Basic,tienda_A,59212
4/19/2020,Basic,tienda_A,10454
3/13/2020,Basic,tienda_A,56795
5/24/2021,Basic,tienda_A,58836
3/4/2021,Basic,tienda_A,67306
3/5/2020,Basic,tienda_A,63250
12/13/2020,Basic,tienda_A,10481
7/26/2020,Basic,tienda_A,11847
11/20/2020,Basic,tienda_A,62201
6/22/2021,Basic,tienda_A,69498
5/25/2021,Basic,tienda_A,63185
12/27/2020,Basic,tienda_A,9457
6/3/2021,Basic,tienda_A,50071
6/10/2020,Basic,tienda_A,70670
8/21/2020,Basic,tienda_A,69793
11/3/2020,Basic,tienda_A,71926
1/23/2021,Basic,tienda_A,19994
8/14/2020,Basic,tienda_A,68626
5/7/2020,Basic,tienda_A,56653
8/18/2020,Basic,tienda_A,77158
9/21/2020,Basic,tienda_A,79263
1/16/2021,Basic,tienda_A,19810
12/2/2020,Basic,tienda_A,69492
9/10/2020,Basic,tienda_A,76214
1/21/2021,Basic,tienda_A,70923
3/8/2020,Basic,tienda_A,11568
5/2/2021,Basic,tienda_A,8338
3/23/2021,Basic,tienda_A,71030
7/14/2020,Basic,tienda_A,75924
1/15/2021,Basic,tienda_A,67622
6/19/2020,Basic,tienda_A,67663
5/29/2020,Basic,tienda_A,59052
3/20/2020,Basic,tienda_A,53701
1/6/2021,Basic,tienda_A,68408
6/13/2020,Basic,tienda_A,18424
6/21/2021,Basic,tienda_A,73366
11/23/2020,Basic,tienda_A,74574
2/27/2020,Basic,tienda_A,58487
11/22/2020,Basic,tienda_A,8592
8/11/2020,Basic,tienda_A,77144
11/18/2020,Basic,tienda_A,68603
8/4/2020,Basic,tienda_A,77552
3/5/2021,Basic,tienda_A,62552
4/8/2020,Basic,tienda_A,51179
3/23/2020,Basic,tienda_A,53516
1/14/2021,Basic,tienda_A,65648
3/11/2021,Basic,tienda_A,66812
2/28/2021,Basic,tienda_A,10116
6/7/2021,Basic,tienda_A,71373
12/16/2020,Basic,tienda_A,70692
4/12/2021,Basic,tienda_A,74730
6/1/2021,Basic,tienda_A,56369
6/15/2021,Basic,tienda_A,68521
6/2/2020,Basic,tienda_A,68386
3/25/2021,Basic,tienda_A,68929
5/14/2020,Basic,tienda_A,58633
6/16/2021,Basic,tienda_A,66205
4/20/2021,Basic,tienda_A,64619
9/11/2020,Basic,tienda_A,72777
8/29/2020,Basic,tienda_A,21340
3/12/2021,Basic,tienda_A,66263
1/17/2021,Basic,tienda_A,10857
12/31/2020,Basic,tienda_A,44613
12/17/2020,Basic,tienda_A,69464
4/8/2021,Basic,tienda_A,63845
4/14/2020,Basic,tienda_A,54064
2/27/2021,Basic,tienda_A,17990
2/4/2020,Basic,tienda_A,57805
11/21/2020,Basic,tienda_A,16833
11/5/2020,Basic,tienda_A,66569
11/16/2020,Basic,tienda_A,70039
3/13/2021,Basic,tienda_A,18941
5/15/2020,Basic,tienda_A,54096
7/27/2020,Basic,tienda_A,85637
11/26/2020,Basic,tienda_A,52497
6/1/2020,Basic,tienda_A,69390
1/28/2021,Basic,tienda_A,70556
5/31/2021,Basic,tienda_A,49459
5/3/2020,Basic,tienda_A,10270
9/1/2020,Basic,tienda_A,78342
3/16/2021,Basic,tienda_A,75871
7/29/2020,Basic,tienda_A,70087
12/23/2020,Basic,tienda_A,61928
7/23/2020,Basic,tienda_A,70616
5/29/2021,Basic,tienda_A,15534
6/8/2020,Basic,tienda_A,74377
2/26/2021,Basic,tienda_A,59443
1/30/2021,Basic,tienda_A,19537
4/3/2021,Basic,tienda_A,16292
4/17/2021,Basic,tienda_A,17429
7/8/2020,Basic,tienda_A,74111
2/20/2020,Basic,tienda_A,60216
11/29/2020,Basic,tienda_A,9646
3/26/2021,Basic,tienda_A,61244
2/2/2020,Basic,tienda_A,10590
4/7/2020,Basic,tienda_A,51520
8/25/2020,Basic,tienda_A,75090
4/28/2021,Basic,tienda_A,60630
2/3/2021,Basic,tienda_A,71940
11/14/2020,Basic,tienda_A,13639
3/16/2020,Basic,tienda_A,66049
6/18/2020,Basic,tienda_A,68677
6/11/2021,Basic,tienda_A,59948
11/15/2020,Basic,tienda_A,9091
3/15/2020,Basic,tienda_A,12642
3/29/2021,Basic,tienda_A,67285
5/5/2020,Basic,tienda_A,46839
9/2/2020,Basic,tienda_A,76932
8/9/2020,Basic,tienda_A,11111
1/20/2021,Basic,tienda_A,72407
7/6/2020,Basic,tienda_A,80922
4/24/2021,Basic,tienda_A,15680
3/10/2021,Basic,tienda_A,71252
12/6/2020,Basic,tienda_A,9807
3/17/2020,Basic,tienda_A,60895
9/18/2020,Basic,tienda_A,71906
7/18/2020,Basic,tienda_A,21059
5/5/2021,Basic,tienda_A,52232
3/22/2021,Basic,tienda_A,78344
1/8/2021,Basic,tienda_A,67754
5/27/2021,Basic,tienda_A,59875
11/12/2020,Basic,tienda_A,63810
4/20/2020,Basic,tienda_A,62632
11/19/2020,Basic,tienda_A,65571
5/11/2021,Basic,tienda_A,62147
8/8/2020,Basic,tienda_A,21930
8/22/2020,Basic,tienda_A,19596
5/25/2020,Basic,tienda_A,56935
11/6/2020,Basic,tienda_A,61848
3/3/2021,Basic,tienda_A,69398
8/5/2020,Basic,tienda_A,73333
12/8/2020,Basic,tienda_A,69288
12/19/2020,Basic,tienda_A,18961
5/14/2021,Basic,tienda_A,53171
4/27/2021,Basic,tienda_A,61575
2/13/2021,Basic,tienda_A,16795
7/10/2020,Basic,tienda_A,69242
4/21/2021,Basic,tienda_A,55936
6/17/2020,Basic,tienda_A,69047
8/1/2020,Basic,tienda_A,19405
12/25/2020,Basic,tienda_A,23774
12/15/2020,Basic,tienda_A,73593
5/26/2021,Basic,tienda_A,61158
2/14/2020,Basic,tienda_A,55929
1/29/2021,Basic,tienda_A,65976
5/22/2021,Basic,tienda_A,13415
2/22/2021,Basic,tienda_A,82419
9/12/2020,Basic,tienda_A,20596
5/16/2021,Basic,tienda_A,9031
3/22/2020,Basic,tienda_A,8813
1/7/2021,Basic,tienda_A,70434
5/30/2020,Basic,tienda_A,17237
6/16/2020,Basic,tienda_A,71805
12/21/2020,Basic,tienda_A,78890
5/16/2020,Basic,tienda_A,16899
4/22/2021,Basic,tienda_A,60466
3/27/2020,Basic,tienda_A,44820
7/22/2020,Basic,tienda_A,74069
2/18/2021,Basic,tienda_A,64731
11/2/2020,Basic,tienda_A,70164
5/28/2021,Basic,tienda_A,55634
9/26/2020,Basic,tienda_A,20023
1/27/2021,Basic,tienda_A,73935
6/23/2021,Basic,tienda_A,67763
1/10/2021,Basic,tienda_A,10363
2/10/2020,Basic,tienda_A,63017
2/6/2021,Basic,tienda_A,18360
2/12/2021,Basic,tienda_A,55207
6/12/2021,Basic,tienda_A,16502
12/24/2020,Basic,tienda_A,44697
3/28/2021,Basic,tienda_A,10060
4/3/2020,Basic,tienda_A,45537
4/30/2021,Basic,tienda_A,53862
2/29/2020,Basic,tienda_A,17887
9/6/2020,Basic,tienda_A,11085
7/30/2020,Basic,tienda_A,66554
2/19/2020,Basic,tienda_A,62969
4/23/2021,Basic,tienda_A,56775
2/28/2020,Basic,tienda_A,57585
4/4/2020,Basic,tienda_A,12840
4/9/2021,Basic,tienda_A,61164
12/4/2020,Basic,tienda_A,64324
3/31/2021,Basic,tienda_A,63618
6/24/2021,Basic,tienda_A,48453
5/1/2021,Basic,tienda_A,11860
1/13/2021,Basic,tienda_A,73650
8/7/2020,Basic,tienda_A,69867
2/24/2021,Basic,tienda_A,67290
8/6/2020,Basic,tienda_A,71812
5/13/2021,Basic,tienda_A,53852
2/21/2020,Basic,tienda_A,55219
2/1/2021,Basic,tienda_A,79426
3/20/2021,Basic,tienda_A,17931
8/16/2020,Basic,tienda_A,13471
2/5/2020,Basic,tienda_A,55646
4/16/2020,Basic,tienda_A,51775
4/29/2021,Basic,tienda_A,56589
2/7/2021,Basic,tienda_A,13109
9/16/2020,Basic,tienda_A,70246
3/1/2021,Basic,tienda_A,77947
9/7/2020,Basic,tienda_A,69736
6/27/2020,Basic,tienda_A,18762
4/26/2021,Basic,tienda_A,66473
6/25/2020,Basic,tienda_A,63398
6/11/2020,Basic,tienda_A,63906
4/5/2020,Basic,tienda_A,10071
7/4/2020,Basic,tienda_A,17529
3/25/2020,Basic,tienda_A,47555
5/9/2020,Basic,tienda_A,21804
11/4/2020,Basic,tienda_A,68120
3/18/2021,Basic,tienda_A,68108
8/23/2020,Basic,tienda_A,13457
5/10/2020,Basic,tienda_A,10191
6/18/2021,Basic,tienda_A,59254
2/20/2021,Basic,tienda_A,22719
7/25/2020,Basic,tienda_A,19987
3/6/2021,Basic,tienda_A,18391
2/11/2021,Basic,tienda_A,57217
3/29/2020,Basic,tienda_A,9958
12/10/2020,Basic,tienda_A,66557
9/3/2020,Basic,tienda_A,76981
6/17/2021,Basic,tienda_A,63531
2/27/2020,Premium,tienda_A,8159
8/2/2020,Premium,tienda_A,4398
4/22/2021,Premium,tienda_A,7768
3/20/2020,Premium,tienda_A,9074
1/16/2021,Premium,tienda_A,5502
6/13/2021,Premium,tienda_A,3980
9/21/2020,Premium,tienda_A,8773
6/22/2021,Premium,tienda_A,7904
3/7/2021,Premium,tienda_A,4553
4/7/2021,Premium,tienda_A,7737
12/2/2020,Premium,tienda_A,9080
7/7/2020,Premium,tienda_A,8945
6/19/2020,Premium,tienda_A,8746
11/10/2020,Premium,tienda_A,8084
8/4/2020,Premium,tienda_A,9177
3/13/2020,Premium,tienda_A,8098
9/22/2020,Premium,tienda_A,8588
12/12/2020,Premium,tienda_A,5445
6/15/2020,Premium,tienda_A,10039
3/11/2021,Premium,tienda_A,8255
8/11/2020,Premium,tienda_A,8940
2/16/2021,Premium,tienda_A,7041
2/12/2021,Premium,tienda_A,7026
5/6/2021,Premium,tienda_A,7619
3/23/2020,Premium,tienda_A,9302
5/2/2021,Premium,tienda_A,3656
8/29/2020,Premium,tienda_A,5776
4/15/2021,Premium,tienda_A,7975
11/21/2020,Premium,tienda_A,5375
6/25/2021,Premium,tienda_A,39
2/6/2021,Premium,tienda_A,5472
4/28/2021,Premium,tienda_A,7702
7/1/2020,Premium,tienda_A,8874
8/24/2020,Premium,tienda_A,9516
12/26/2020,Premium,tienda_A,5189
1/15/2021,Premium,tienda_A,8602
8/13/2020,Premium,tienda_A,8628
11/5/2020,Premium,tienda_A,7592
1/17/2021,Premium,tienda_A,4948
2/21/2020,Premium,tienda_A,8268
4/16/2021,Premium,tienda_A,7573
2/11/2020,Premium,tienda_A,8032
12/31/2020,Premium,tienda_A,6247
6/24/2021,Premium,tienda_A,5472
4/8/2020,Premium,tienda_A,8966
4/4/2020,Premium,tienda_A,5115
4/30/2021,Premium,tienda_A,7120
5/15/2020,Premium,tienda_A,8796
12/21/2020,Premium,tienda_A,8863
7/30/2020,Premium,tienda_A,8180
8/17/2020,Premium,tienda_A,9613
2/15/2020,Premium,tienda_A,6115
2/17/2021,Premium,tienda_A,7015
5/29/2020,Premium,tienda_A,7696
4/13/2021,Premium,tienda_A,8018
4/20/2021,Premium,tienda_A,7859
7/31/2020,Premium,tienda_A,7878
7/20/2020,Premium,tienda_A,9779
6/7/2021,Premium,tienda_A,8569
3/19/2020,Premium,tienda_A,8281
3/27/2021,Premium,tienda_A,4975
4/7/2020,Premium,tienda_A,9000
9/2/2020,Premium,tienda_A,8856
6/21/2021,Premium,tienda_A,8436
4/2/2020,Premium,tienda_A,8652
6/22/2020,Premium,tienda_A,9737
11/26/2020,Premium,tienda_A,5397
3/5/2021,Premium,tienda_A,7843
1/23/2021,Premium,tienda_A,5900
4/19/2020,Premium,tienda_A,5147
5/17/2020,Premium,tienda_A,4778
2/5/2020,Premium,tienda_A,7424
5/21/2020,Premium,tienda_A,8509
3/9/2020,Premium,tienda_A,9084
8/14/2020,Premium,tienda_A,8572
3/20/2021,Premium,tienda_A,5467
3/9/2021,Premium,tienda_A,8200
3/27/2020,Premium,tienda_A,8515
2/9/2021,Premium,tienda_A,8367
1/18/2021,Premium,tienda_A,9541
5/16/2020,Premium,tienda_A,5897
4/21/2021,Premium,tienda_A,8287
2/23/2020,Premium,tienda_A,5236
4/22/2020,Premium,tienda_A,8936
2/6/2020,Premium,tienda_A,6531
8/12/2020,Premium,tienda_A,8875
2/29/2020,Premium,tienda_A,6026
5/14/2021,Premium,tienda_A,7424
2/28/2020,Premium,tienda_A,7842
5/1/2020,Premium,tienda_A,7409
4/17/2021,Premium,tienda_A,5164
5/3/2021,Premium,tienda_A,6676
3/16/2020,Premium,tienda_A,9270
3/5/2020,Premium,tienda_A,8228
11/1/2020,Premium,tienda_A,4276
6/24/2020,Premium,tienda_A,8886
5/27/2021,Premium,tienda_A,7460
8/8/2020,Premium,tienda_A,5786
5/23/2021,Premium,tienda_A,4192
4/26/2020,Premium,tienda_A,5376
1/31/2021,Premium,tienda_A,4642
2/19/2020,Premium,tienda_A,8851
5/1/2021,Premium,tienda_A,4402
4/15/2020,Premium,tienda_A,8984
5/28/2021,Premium,tienda_A,7138
7/18/2020,Premium,tienda_A,5429
6/4/2021,Premium,tienda_A,7251
11/12/2020,Premium,tienda_A,8031
9/20/2020,Premium,tienda_A,4407
2/7/2021,Premium,tienda_A,4794
1/10/2021,Premium,tienda_A,4502
3/1/2021,Premium,tienda_A,9028
9/15/2020,Premium,tienda_A,8569
5/11/2021,Premium,tienda_A,7741
2/24/2021,Premium,tienda_A,7971
1/27/2021,Premium,tienda_A,8856
3/24/2021,Premium,tienda_A,8233
2/27/2021,Premium,tienda_A,5210
11/20/2020,Premium,tienda_A,8325
1/4/2021,Premium,tienda_A,9969
5/13/2021,Premium,tienda_A,7465
9/17/2020,Premium,tienda_A,8138
5/22/2021,Premium,tienda_A,4799
3/25/2021,Premium,tienda_A,7747
3/8/2020,Premium,tienda_A,5035
11/15/2020,Premium,tienda_A,4413
2/20/2020,Premium,tienda_A,8489
2/26/2021,Premium,tienda_A,7589
8/21/2020,Premium,tienda_A,8584
12/29/2020,Premium,tienda_A,8443
11/3/2020,Premium,tienda_A,8058
3/22/2021,Premium,tienda_A,8796
2/23/2021,Premium,tienda_A,8039
5/22/2020,Premium,tienda_A,8219
8/20/2020,Premium,tienda_A,9200
6/3/2021,Premium,tienda_A,7638
3/23/2021,Premium,tienda_A,8343
6/2/2021,Premium,tienda_A,7876
3/28/2020,Premium,tienda_A,6004
12/14/2020,Premium,tienda_A,10124
3/3/2021,Premium,tienda_A,8492
3/8/2021,Premium,tienda_A,8833
5/20/2021,Premium,tienda_A,7548
4/27/2021,Premium,tienda_A,7461
7/27/2020,Premium,tienda_A,9539
11/23/2020,Premium,tienda_A,9806
4/4/2021,Premium,tienda_A,3441
5/14/2020,Premium,tienda_A,8931
5/19/2021,Premium,tienda_A,7577
12/8/2020,Premium,tienda_A,8688
1/30/2021,Premium,tienda_A,5558
5/23/2020,Premium,tienda_A,5406
6/19/2021,Premium,tienda_A,4918
7/17/2020,Premium,tienda_A,8813
3/12/2021,Premium,tienda_A,8236
6/2/2020,Premium,tienda_A,8796
4/8/2021,Premium,tienda_A,7514
11/29/2020,Premium,tienda_A,4426
2/22/2021,Premium,tienda_A,8817
7/21/2020,Premium,tienda_A,9156
4/18/2020,Premium,tienda_A,5558
11/6/2020,Premium,tienda_A,7211
8/5/2020,Premium,tienda_A,8777
8/22/2020,Premium,tienda_A,5763
5/30/2020,Premium,tienda_A,5025
12/18/2020,Premium,tienda_A,8404
9/14/2020,Premium,tienda_A,9252
9/23/2020,Premium,tienda_A,8332
9/30/2020,Premium,tienda_A,8094
2/9/2020,Premium,tienda_A,4617
9/28/2020,Premium,tienda_A,9028
2/10/2021,Premium,tienda_A,7771
7/6/2020,Premium,tienda_A,9815
12/5/2020,Premium,tienda_A,5144
3/6/2020,Premium,tienda_A,8416
7/26/2020,Premium,tienda_A,4457
7/19/2020,Premium,tienda_A,4751
2/16/2020,Premium,tienda_A,5411
4/12/2020,Premium,tienda_A,4380
11/11/2020,Premium,tienda_A,7820
5/5/2020,Premium,tienda_A,7604
11/27/2020,Premium,tienda_A,7622
12/15/2020,Premium,tienda_A,9327
3/15/2021,Premium,tienda_A,8966
1/11/2021,Premium,tienda_A,9381
6/25/2020,Premium,tienda_A,8329
1/21/2021,Premium,tienda_A,8538
9/9/2020,Premium,tienda_A,8954
4/12/2021,Premium,tienda_A,8526
7/3/2020,Premium,tienda_A,7955
6/14/2021,Premium,tienda_A,7619
2/13/2021,Premium,tienda_A,4757
11/24/2020,Premium,tienda_A,8930
3/28/2021,Premium,tienda_A,4388
11/8/2020,Premium,tienda_A,4018
12/3/2020,Premium,tienda_A,9342
8/26/2020,Premium,tienda_A,8929
6/27/2020,Premium,tienda_A,5002
9/18/2020,Premium,tienda_A,8097
5/12/2021,Premium,tienda_A,7548
5/13/2020,Premium,tienda_A,8937
2/11/2021,Premium,tienda_A,7152
2/18/2020,Premium,tienda_A,9433
4/9/2021,Premium,tienda_A,7245
8/10/2020,Premium,tienda_A,9360
3/18/2020,Premium,tienda_A,8439
1/25/2021,Premium,tienda_A,9377
4/21/2020,Premium,tienda_A,9601
8/6/2020,Premium,tienda_A,8495
11/4/2020,Premium,tienda_A,7789
3/2/2020,Premium,tienda_A,9482
7/14/2020,Premium,tienda_A,9268
1/28/2021,Premium,tienda_A,8384
5/19/2020,Premium,tienda_A,8823
3/1/2020,Premium,tienda_A,5299
8/28/2020,Premium,tienda_A,8333
2/17/2020,Premium,tienda_A,9791
4/29/2020,Premium,tienda_A,8697
12/24/2020,Premium,tienda_A,6114
11/18/2020,Premium,tienda_A,8482
12/19/2020,Premium,tienda_A,5496
7/24/2020,Premium,tienda_A,8320
4/3/2020,Premium,tienda_A,7787
9/12/2020,Premium,tienda_A,5877
12/13/2020,Premium,tienda_A,4883
9/3/2020,Premium,tienda_A,9064
4/18/2021,Premium,tienda_A,4508
12/10/2020,Premium,tienda_A,8728
7/9/2020,Premium,tienda_A,8556
3/18/2021,Premium,tienda_A,8209
2/1/2021,Premium,tienda_A,9478
1/19/2021,Premium,tienda_A,8909
5/25/2021,Premium,tienda_A,7863
2/8/2020,Premium,tienda_A,5220
4/20/2020,Premium,tienda_A,9880
5/7/2021,Premium,tienda_A,7104
8/30/2020,Premium,tienda_A,4990
3/16/2021,Premium,tienda_A,8677
2/25/2021,Premium,tienda_A,8017
3/26/2020,Premium,tienda_A,8750
6/6/2021,Premium,tienda_A,4243
3/15/2020,Premium,tienda_A,5069
6/17/2021,Premium,tienda_A,7605
2/22/2020,Premium,tienda_A,6022
2/10/2020,Premium,tienda_A,8457
6/23/2020,Premium,tienda_A,9407
1/22/2021,Premium,tienda_A,8495
7/4/2020,Premium,tienda_A,4485
5/10/2021,Premium,tienda_A,8823
3/25/2020,Premium,tienda_A,9029
8/25/2020,Premium,tienda_A,9351
6/29/2020,Premium,tienda_A,9732
11/28/2020,Premium,tienda_A,5149
3/2/2021,Premium,tienda_A,8712
9/5/2020,Premium,tienda_A,5801
5/20/2020,Premium,tienda_A,8779
6/28/2020,Premium,tienda_A,5572
5/26/2020,Premium,tienda_A,8768
2/15/2021,Premium,tienda_A,8256
4/1/2021,Premium,tienda_A,7511
3/14/2020,Premium,tienda_A,6067
7/25/2020,Premium,tienda_A,5056
9/6/2020,Premium,tienda_A,4677
1/6/2021,Premium,tienda_A,8328
4/23/2020,Premium,tienda_A,8810
2/14/2021,Premium,tienda_A,4053
5/4/2020,Premium,tienda_A,8012
4/13/2020,Premium,tienda_A,9125
2/21/2021,Premium,tienda_A,4226
5/28/2020,Premium,tienda_A,8301
12/7/2020,Premium,tienda_A,9345
3/30/2021,Premium,tienda_A,8069
6/23/2021,Premium,tienda_A,7391
1/29/2021,Premium,tienda_A,8086
5/21/2021,Premium,tienda_A,7037
12/4/2020,Premium,tienda_A,8648
3/31/2021,Premium,tienda_A,8266
4/29/2021,Premium,tienda_A,7271
5/27/2020,Premium,tienda_A,8834
8/7/2020,Premium,tienda_A,8354
7/11/2020,Premium,tienda_A,5434
5/5/2021,Premium,tienda_A,6813
6/10/2021,Premium,tienda_A,7847
8/31/2020,Premium,tienda_A,8753
5/24/2020,Premium,tienda_A,4273
3/17/2021,Premium,tienda_A,8136
12/28/2020,Premium,tienda_A,9272
6/16/2020,Premium,tienda_A,9130
5/17/2021,Premium,tienda_A,8795
1/24/2021,Premium,tienda_A,4655
5/18/2021,Premium,tienda_A,7853
1/8/2021,Premium,tienda_A,8483
6/5/2021,Premium,tienda_A,4746
7/8/2020,Premium,tienda_A,8746
8/16/2020,Premium,tienda_A,5020
11/2/2020,Premium,tienda_A,9162
6/9/2021,Premium,tienda_A,8023
5/30/2021,Premium,tienda_A,3885
8/1/2020,Premium,tienda_A,5326
4/25/2020,Premium,tienda_A,5467
4/24/2020,Premium,tienda_A,8414
7/15/2020,Premium,tienda_A,9151
4/10/2021,Premium,tienda_A,4673
8/18/2020,Premium,tienda_A,9540
6/6/2020,Premium,tienda_A,5343
9/16/2020,Premium,tienda_A,8191
6/18/2020,Premium,tienda_A,9122
5/4/2021,Premium,tienda_A,6895
10/31/2020,Premium,tienda_A,4800
5/8/2021,Premium,tienda_A,5222
5/15/2021,Premium,tienda_A,5016
2/18/2021,Premium,tienda_A,7668
5/24/2021,Premium,tienda_A,8068
11/14/2020,Premium,tienda_A,4872
5/16/2021,Premium,tienda_A,4217
4/30/2020,Premium,tienda_A,8905
5/31/2020,Premium,tienda_A,4200
3/11/2020,Premium,tienda_A,8939
12/1/2020,Premium,tienda_A,9315
2/4/2020,Premium,tienda_A,7537
1/1/2021,Premium,tienda_A,3539
3/19/2021,Premium,tienda_A,8066
5/8/2020,Premium,tienda_A,8741
5/26/2021,Premium,tienda_A,7936
9/7/2020,Premium,tienda_A,7941
6/21/2020,Premium,tienda_A,4477
6/20/2020,Premium,tienda_A,5557
1/12/2021,Premium,tienda_A,9170
12/30/2020,Premium,tienda_A,7681
1/3/2021,Premium,tienda_A,4165
5/2/2020,Premium,tienda_A,5201
1/2/2021,Premium,tienda_A,4745
4/14/2020,Premium,tienda_A,9138
3/7/2020,Premium,tienda_A,5948
9/19/2020,Premium,tienda_A,4990
8/19/2020,Premium,tienda_A,9357
7/5/2020,Premium,tienda_A,4470
5/10/2020,Premium,tienda_A,4577
6/1/2020,Premium,tienda_A,9164
12/9/2020,Premium,tienda_A,8791
3/26/2021,Premium,tienda_A,7482
6/11/2021,Premium,tienda_A,7461
6/18/2021,Premium,tienda_A,7528
4/28/2020,Premium,tienda_A,9051
6/11/2020,Premium,tienda_A,9325
3/30/2020,Premium,tienda_A,9905
5/11/2020,Premium,tienda_A,10049
6/1/2021,Premium,tienda_A,8068
3/17/2020,Premium,tienda_A,8566
4/3/2021,Premium,tienda_A,4905
9/4/2020,Premium,tienda_A,8790
9/13/2020,Premium,tienda_A,4771
4/25/2021,Premium,tienda_A,4459
6/20/2021,Premium,tienda_A,3987
11/9/2020,Premium,tienda_A,8965
1/5/2021,Premium,tienda_A,8860
4/16/2020,Premium,tienda_A,9279
2/3/2020,Premium,tienda_A,7977
11/17/2020,Premium,tienda_A,8242
4/23/2021,Premium,tienda_A,7429
6/12/2021,Premium,tienda_A,4874
12/17/2020,Premium,tienda_A,8609
11/30/2020,Premium,tienda_A,10203
4/2/2021,Premium,tienda_A,6808
3/6/2021,Premium,tienda_A,5028
12/22/2020,Premium,tienda_A,8545
6/9/2020,Premium,tienda_A,9130
4/24/2021,Premium,tienda_A,4922
6/8/2021,Premium,tienda_A,8239
3/10/2021,Premium,tienda_A,8330
1/13/2021,Premium,tienda_A,8942
4/14/2021,Premium,tienda_A,7905
4/10/2020,Premium,tienda_A,8102
12/23/2020,Premium,tienda_A,7707
6/7/2020,Premium,tienda_A,4112
2/19/2021,Premium,tienda_A,7793
2/24/2020,Premium,tienda_A,9361
3/4/2020,Premium,tienda_A,8865
3/29/2020,Premium,tienda_A,5194
2/28/2021,Premium,tienda_A,4483
5/18/2020,Premium,tienda_A,9881
1/9/2021,Premium,tienda_A,5309
6/5/2020,Premium,tienda_A,8051
4/11/2021,Premium,tienda_A,4251
12/20/2020,Premium,tienda_A,4571
3/14/2021,Premium,tienda_A,4527
7/22/2020,Premium,tienda_A,8979
2/8/2021,Premium,tienda_A,9075
4/6/2021,Premium,tienda_A,7895
3/10/2020,Premium,tienda_A,9024
3/21/2020,Premium,tienda_A,6019
6/30/2020,Premium,tienda_A,8973
4/1/2020,Premium,tienda_A,8703
3/4/2021,Premium,tienda_A,8087
3/22/2020,Premium,tienda_A,5545
9/26/2020,Premium,tienda_A,5235
1/26/2021,Premium,tienda_A,8613
3/31/2020,Premium,tienda_A,9113
4/27/2020,Premium,tienda_A,9613
2/13/2020,Premium,tienda_A,8042
4/9/2020,Premium,tienda_A,8460
3/12/2020,Premium,tienda_A,8794
11/19/2020,Premium,tienda_A,8524
2/14/2020,Premium,tienda_A,8128
7/2/2020,Premium,tienda_A,8648
6/3/2020,Premium,tienda_A,9069
5/25/2020,Premium,tienda_A,7625
6/14/2020,Premium,tienda_A,4726
2/2/2021,Premium,tienda_A,9038
6/13/2020,Premium,tienda_A,5554
2/3/2021,Premium,tienda_A,8581
5/9/2021,Premium,tienda_A,4019
4/5/2021,Premium,tienda_A,6988
3/3/2020,Premium,tienda_A,9283
2/4/2021,Premium,tienda_A,8410
3/21/2021,Premium,tienda_A,4441
4/5/2020,Premium,tienda_A,4760
4/26/2021,Premium,tienda_A,7937
1/14/2021,Premium,tienda_A,8205
2/25/2020,Premium,tienda_A,8827
2/5/2021,Premium,tienda_A,8130
9/25/2020,Premium,tienda_A,8245
8/27/2020,Premium,tienda_A,8738
7/13/2020,Premium,tienda_A,9449
6/17/2020,Premium,tienda_A,8415
6/16/2021,Premium,tienda_A,7757
12/27/2020,Premium,tienda_A,4111
5/3/2020,Premium,tienda_A,4405
4/11/2020,Premium,tienda_A,5434
8/15/2020,Premium,tienda_A,6004
4/19/2021,Premium,tienda_A,8235
12/25/2020,Premium,tienda_A,4463
2/7/2020,Premium,tienda_A,6778
9/10/2020,Premium,tienda_A,8544
9/27/2020,Premium,tienda_A,4607
