date,income
4/28/2019,16760
4/29/2019,12244
4/30/2019,12997
5/1/2019,14665
5/2/2019,13392
5/3/2019,14387
5/4/2019,14414
5/5/2019,18673
5/6/2019,15436
5/7/2019,19769
5/8/2019,15827
5/9/2019,20240
5/10/2019,16964
5/11/2019,20934
5/12/2019,19039
5/13/2019,21927
5/14/2019,18864
5/15/2019,25941
5/16/2019,17971
5/17/2019,18256
5/18/2019,18589
5/19/2019,18392
5/20/2019,17278
5/21/2019,24709
5/22/2019,20822
5/23/2019,27949
5/24/2019,27555
5/25/2019,17130
5/26/2019,28991
5/27/2019,26209
5/28/2019,28227
5/29/2019,29951
5/30/2019,30357
5/31/2019,33953
6/1/2019,18082
6/2/2019,17873
6/3/2019,24588
6/4/2019,15279
6/5/2019,16293
6/6/2019,28433
6/7/2019,18575
6/8/2019,32280
6/9/2019,20081
6/10/2019,23484
6/11/2019,37482
6/12/2019,21217
6/13/2019,21064
6/14/2019,67880
6/15/2019,40280
6/16/2019,59541
6/17/2019,40900
6/18/2019,32172
6/19/2019,28148
6/20/2019,28398
6/21/2019,33768
6/22/2019,21745
6/23/2019,20318
6/24/2019,19240
6/25/2019,26881
6/26/2019,22068
6/27/2019,29874
6/28/2019,35538
6/29/2019,24579
6/30/2019,24463
7/1/2019,31960
7/2/2019,27404
7/3/2019,26602
7/4/2019,21912
7/5/2019,22026
7/6/2019,39227
7/7/2019,32390
7/8/2019,38089
7/9/2019,29905
7/10/2019,27245
7/11/2019,24027
7/12/2019,26014
7/13/2019,21022
7/14/2019,19450
7/15/2019,17346
7/16/2019,18927
7/17/2019,22338
7/18/2019,17692
7/19/2019,17407
7/20/2019,18584
7/21/2019,15258
7/22/2019,14947
7/23/2019,14253
7/24/2019,15486
7/25/2019,16343
7/26/2019,13935
7/27/2019,12528
7/28/2019,18567
7/29/2019,15668
7/30/2019,16153
7/31/2019,14253
8/1/2019,12435
8/2/2019,14500
8/3/2019,12847
8/4/2019,12120
8/5/2019,11208
8/6/2019,12252
8/7/2019,16099
8/8/2019,11727
8/9/2019,10616
8/10/2019,10125
8/11/2019,9792
8/12/2019,10189
8/13/2019,10858
8/14/2019,11446
8/15/2019,11156
8/16/2019,10920
8/17/2019,9604
8/18/2019,9396
8/19/2019,9362
8/20/2019,9246
8/21/2019,9630
8/22/2019,9507
8/23/2019,9696
8/24/2019,11613
8/25/2019,11153
8/26/2019,10437
8/27/2019,12106
8/28/2019,12310
8/29/2019,10938
8/30/2019,9888
8/31/2019,10418
9/1/2019,10297
9/2/2019,10380
9/3/2019,10141
9/4/2019,9778
9/5/2019,9742
9/6/2019,10192
9/7/2019,9682
9/8/2019,9789
9/9/2019,10372
9/10/2019,10137
9/11/2019,11269
9/12/2019,12062
9/13/2019,10703
9/14/2019,9486
9/15/2019,10491
9/16/2019,9793
9/17/2019,9686
9/18/2019,10222
9/19/2019,10508
9/20/2019,9071
9/21/2019,8509
9/22/2019,8609
9/23/2019,10882
9/24/2019,10689
9/25/2019,9790
9/26/2019,14471
9/27/2019,14669
9/28/2019,15765
9/29/2019,13054
9/30/2019,12244
10/1/2019,12646
10/2/2019,11360
10/3/2019,10707
10/4/2019,10347
10/5/2019,9264
10/6/2019,14431
10/7/2019,11579
10/8/2019,11292
10/9/2019,10508
10/10/2019,11247
10/11/2019,10572
10/12/2019,11360
10/13/2019,9573
10/14/2019,9419
10/15/2019,31689
10/16/2019,49812
10/17/2019,31149
10/18/2019,18549
10/19/2019,15413
10/20/2019,12432
10/21/2019,14196
10/22/2019,19301
10/23/2019,32598
10/24/2019,18139
10/25/2019,15745
10/26/2019,19903
10/27/2019,13640
10/28/2019,18863
10/29/2019,16451
10/30/2019,18576
10/31/2019,13649
11/1/2019,11933
11/2/2019,30535
11/3/2019,14309
11/4/2019,17831
11/5/2019,13948
11/6/2019,24701
11/7/2019,16923
11/8/2019,14811
11/9/2019,20569
11/10/2019,13101
11/11/2019,14743
11/12/2019,13302
11/13/2019,14843
11/14/2019,20528
11/15/2019,16007
11/16/2019,28145
11/17/2019,16897
11/18/2019,23657
11/19/2019,17839
11/20/2019,25093
11/21/2019,19173
11/22/2019,16489
11/23/2019,21595
11/24/2019,19167
11/25/2019,16113
11/26/2019,20019
11/27/2019,15082
11/28/2019,28540
11/29/2019,16905
11/30/2019,19829
12/1/2019,17536
12/2/2019,15090
12/3/2019,14403
12/4/2019,16624
12/5/2019,18656
12/6/2019,15131
12/7/2019,21734
12/8/2019,15863
12/9/2019,18165
12/10/2019,15086
12/11/2019,14907
12/12/2019,18474
12/13/2019,15716
12/14/2019,25578
12/15/2019,38658
12/16/2019,34694
12/17/2019,21693
12/18/2019,20537
12/19/2019,22102
12/20/2019,24007
12/21/2019,14640
12/22/2019,14393
12/23/2019,13316
12/24/2019,13320
12/25/2019,20522
12/26/2019,43212
12/27/2019,17285
12/28/2019,15020
12/29/2019,19724
12/30/2019,41115
12/31/2019,29109
1/1/2020,20054
1/2/2020,21428
1/3/2020,16570
1/4/2020,22893
1/5/2020,17559
1/6/2020,16357
1/7/2020,14970
1/8/2020,16488
1/9/2020,14153
1/10/2020,13691
1/11/2020,22955
1/12/2020,14245
1/13/2020,12153
1/14/2020,16411
1/15/2020,13285
1/16/2020,15363
1/17/2020,12541
1/18/2020,12616
1/19/2020,20571
1/20/2020,14088
1/21/2020,26032
1/22/2020,16961
1/23/2020,26310
1/24/2020,35721
1/25/2020,22030
1/26/2020,152762
1/27/2020,231247
1/28/2020,153790
1/29/2020,92778
1/30/2020,64012
1/31/2020,56542
2/1/2020,144467
2/2/2020,65560
2/3/2020,37997
2/4/2020,36618
2/5/2020,44547
2/6/2020,34067
2/7/2020,36643
2/8/2020,30214
2/9/2020,35026
2/10/2020,23534
2/11/2020,24832
2/12/2020,23362
2/13/2020,30217
2/14/2020,23254
2/15/2020,22437
2/16/2020,25890
2/17/2020,50959
2/18/2020,23509
2/19/2020,21213
2/20/2020,18991
2/21/2020,18017
2/22/2020,19408
2/23/2020,27052
2/24/2020,27821
2/25/2020,24717
2/26/2020,30785
2/27/2020,22878
2/28/2020,19517
2/29/2020,18272
3/1/2020,21272
3/2/2020,35977
3/3/2020,19298
3/4/2020,20811
3/5/2020,19378
3/6/2020,25238
3/7/2020,38357
3/8/2020,33038
3/9/2020,29943
3/10/2020,22598
3/11/2020,19589
3/12/2020,14906
3/13/2020,11438
3/14/2020,13534
3/15/2020,15262
3/16/2020,12558
3/17/2020,12698
3/18/2020,13967
3/19/2020,12848
3/20/2020,15975
3/21/2020,18147
3/22/2020,22067
3/23/2020,17885
3/24/2020,17665
3/25/2020,15935
3/26/2020,16046
3/27/2020,16402
3/28/2020,17619
3/29/2020,16713
3/30/2020,16034
3/31/2020,16224
4/1/2020,15179
4/2/2020,18043
4/3/2020,16833
4/4/2020,17073
4/5/2020,18406
4/6/2020,16770
4/7/2020,14519
4/8/2020,14419
4/9/2020,21269
4/10/2020,16057
4/11/2020,16730
4/12/2020,16570
4/13/2020,14899
4/14/2020,14284
4/15/2020,16166
4/16/2020,16627
4/17/2020,15734
4/18/2020,15695
4/19/2020,19035
4/20/2020,45417
4/21/2020,34603
4/22/2020,28042
4/23/2020,25723
4/24/2020,21916
4/25/2020,21895
4/26/2020,26555
4/27/2020,42844
4/28/2020,36673
4/29/2020,30647
4/30/2020,32912
5/1/2020,29901
5/2/2020,25381
5/3/2020,29995
5/4/2020,46997
5/5/2020,37338
5/6/2020,33063
5/7/2020,30695
5/8/2020,26280
5/9/2020,27399
5/10/2020,33192
5/11/2020,43671
5/12/2020,39118
5/13/2020,39696
5/14/2020,37892
5/15/2020,32637
5/16/2020,33221
5/17/2020,44528
5/18/2020,74058
5/19/2020,72390
5/20/2020,58356
5/21/2020,53104
5/22/2020,45930
5/23/2020,44081
5/24/2020,43468
5/25/2020,39380
5/26/2020,35383
5/27/2020,33367
5/28/2020,29561
5/29/2020,26127
5/30/2020,25746
5/31/2020,26119
6/1/2020,22167
6/2/2020,19629
6/3/2020,20311
6/4/2020,22906
6/5/2020,20484
6/6/2020,20718
6/7/2020,21983
6/8/2020,19613
6/9/2020,19581
6/10/2020,20537
6/11/2020,19072
6/12/2020,19144
6/13/2020,21377
6/14/2020,19767
6/15/2020,17671
6/16/2020,16287
6/17/2020,15422
6/18/2020,15099
6/19/2020,14737
6/20/2020,14971
6/21/2020,17544
6/22/2020,16574
6/23/2020,14817
6/24/2020,14229
6/25/2020,15265
6/26/2020,16592
6/27/2020,15619
6/28/2020,17360
6/29/2020,19633
6/30/2020,15983
7/1/2020,14142
7/2/2020,16521
7/3/2020,14604
7/4/2020,15967
7/5/2020,13859
7/6/2020,13184
7/7/2020,13862
7/8/2020,16604
7/9/2020,15275
7/10/2020,15000
7/11/2020,14740
7/12/2020,15168
7/13/2020,13453
7/14/2020,13390
7/15/2020,12539
7/16/2020,11445
7/17/2020,11339
7/18/2020,12090
7/19/2020,16357
7/20/2020,16687
7/21/2020,18923
7/22/2020,16829
7/23/2020,17324
7/24/2020,20729
7/25/2020,18096
7/26/2020,19118
7/27/2020,16618
7/28/2020,16463
7/29/2020,17535
7/30/2020,17904
7/31/2020,38293
8/1/2020,20887
8/2/2020,24425
8/3/2020,17030
8/4/2020,22158
8/5/2020,18717
8/6/2020,20446
8/7/2020,16927
8/8/2020,15767
8/9/2020,18228
8/10/2020,15313
8/11/2020,18813
8/12/2020,15269
8/13/2020,16164
8/14/2020,18600
8/15/2020,17943
8/16/2020,19362
8/17/2020,18679
8/18/2020,21005
8/19/2020,40631
8/20/2020,20777
8/21/2020,31293
8/22/2020,18913
8/23/2020,43550
8/24/2020,24756
8/25/2020,39023
8/26/2020,24616
8/27/2020,28375
8/28/2020,23116
8/29/2020,20386
8/30/2020,42484
8/31/2020,22904
9/1/2020,21023
9/2/2020,18556
9/3/2020,24535
9/4/2020,20349
9/5/2020,33843
9/6/2020,21223
9/7/2020,44090
9/8/2020,22924
9/9/2020,54076
9/10/2020,28231
9/11/2020,30638
9/12/2020,25710
9/13/2020,48948
9/14/2020,24146
9/15/2020,23764
9/16/2020,51341
9/17/2020,41869
9/18/2020,43338
9/19/2020,72662
9/20/2020,37124
9/21/2020,42351
9/22/2020,27497
9/23/2020,33409
9/24/2020,28524
9/25/2020,46127
9/26/2020,26525
9/27/2020,136525
9/28/2020,84316
9/29/2020,47170
9/30/2020,50924
10/1/2020,113166
10/2/2020,38730
10/3/2020,89015
10/4/2020,39723
10/5/2020,49335
10/6/2020,30671
10/7/2020,98747
10/8/2020,43822
10/9/2020,47809
10/10/2020,104984
10/11/2020,39834
10/12/2020,677464
10/13/2020,155475
10/14/2020,84379
10/15/2020,62435
10/16/2020,45959
10/17/2020,36620
10/18/2020,33001
10/19/2020,29275
10/20/2020,26211
10/21/2020,24005
10/22/2020,23238
10/23/2020,20762
10/24/2020,19010
10/25/2020,18412
10/26/2020,18386
10/27/2020,18353
10/28/2020,18824
10/29/2020,20096
10/30/2020,17540
10/31/2020,15331
11/1/2020,14620
11/2/2020,16566
